,Status,Class,Type,Full Baths,HBA,Beds,Apx SQFT,Apx ACR,Sale Year,Sale Price,TotalBaths,PPSF,BathsPerBed,SqftPerAcre,BedsPerSqft
166,Sold,Residential,Rural Residential,2.0,0.0,3.0,1224.0,12.24,2020,170058.14,2.0,138.9363888888889,0.6666666666666666,99.91836734693878,0.00245096036797085
167,Sold,Residential,Rural Residential,1.0,1.0,4.0,2124.0,6.67,2017,180408.163,1.5,84.93792984934086,0.375,317.96407185628743,0.0018832303049420669
168,Sold,Residential,Rural Residential,2.0,0.0,4.0,1858.0,0.54,2020,171317.829,2.0,92.20550538213132,0.5,3378.181818181818,0.002152840942729049
169,Sold,Residential,Rural Residential,1.0,0.0,2.0,1180.0,18.0,2021,163099.631,1.0,138.22002627118644,0.5,65.51915602443087,0.0016949008906704181
170,Sold,Residential,Rural Residential,1.0,1.0,3.0,1465.0,5.03,2021,163099.631,1.5,111.3308061433447,0.5,290.6746031746032,0.0020477675920300884
171,Sold,Residential,Rural Residential,2.0,0.0,3.0,1500.0,0.5,2015,187183.544,2.0,124.78902933333333,0.6666666666666666,2941.176470588235,0.001999986666755555
172,Sold,Residential,Rural Residential,2.0,0.0,3.0,1122.0,0.5,2023,145877.049,2.0,130.01519518716577,0.6666666666666666,2200.0,0.0026737729610253028
173,Sold,Residential,Rural Residential,2.0,0.0,2.0,1591.0,15.96,2022,153039.384,2.0,96.1906876178504,1.0,99.62429555416405,0.0012570631234247428
174,Sold,Residential,Rural Residential,2.0,0.0,4.0,1884.0,0.23,2020,175096.899,2.0,92.93890605095541,0.5,7849.999999999999,0.0021231309812580613
175,Sold,Residential,Rural Residential,2.0,0.0,3.0,1300.0,0.17,2021,166697.417,2.0,128.22878230769228,0.6666666666666666,7222.222222222222,0.0023076745563495667
176,Sold,Residential,Rural Residential,1.0,0.0,2.0,1187.0,0.41,2022,155710.616,1.0,131.17996293176074,0.5,2826.190476190476,0.0016849057716447208
177,Sold,Residential,Rural Residential,2.0,0.0,2.0,1511.0,6.2,2023,149073.77,2.0,98.65901389808073,1.0,243.31723027375202,0.0013236179773793689
178,Sold,Residential,Rural Residential,2.0,0.0,3.0,2700.0,0.26,2021,167776.753,2.0,62.13953814814815,0.6666666666666666,10000.0,0.0011111069959000152
179,Sold,Residential,Rural Residential,3.0,0.0,2.0,1516.0,0.25,2022,155821.918,3.0,102.78490633245383,1.5,5830.7692307692305,0.001319252511526969
180,Sold,Residential,Rural Residential,2.0,0.0,2.0,1285.0,0.37,2022,158047.945,2.0,122.99450972762646,1.0,3381.578947368421,0.0015564081213375771
181,Sold,Residential,Rural Residential,2.0,0.0,3.0,1428.0,0.9,2021,170295.203,2.0,119.25434383753502,0.6666666666666666,1569.2307692307693,0.002100825624470417
182,Sold,Residential,Rural Residential,2.0,1.0,3.0,1552.0,0.45,2022,160273.973,2.5,103.2693125,0.8333333333333334,3373.9130434782605,0.0019329772359714178
183,Sold,Residential,Rural Residential,1.0,1.0,3.0,1200.0,0.9,2022,161386.986,1.5,134.489155,0.5,1318.6813186813185,0.0024999791668402762
184,Sold,Residential,Rural Residential,1.0,0.0,2.0,1064.0,1.0,2021,173892.989,1.0,163.43326033834586,0.5,1053.4653465346535,0.0018796815819400194
185,Sold,Residential,Rural Residential,2.0,0.0,3.0,1764.0,0.31,2023,154508.197,2.0,87.58968083900226,0.6666666666666666,5512.5,0.0017006706311188712
186,Sold,Residential,Rural Residential,2.0,0.0,3.0,1595.0,1.0,2020,182655.039,2.0,114.517265830721,0.6666666666666666,1579.2079207920792,0.0018808659506836948
188,Sold,Residential,Rural Residential,2.0,0.0,3.0,1456.0,1.0,2023,157704.918,2.0,108.31381730769232,0.6666666666666666,1441.5841584158416,0.0020604254091661457
189,Sold,Residential,Rural Residential,2.0,0.0,3.0,1600.0,0.5,2018,192280.876,2.0,120.1755475,0.6666666666666666,3137.254901960784,0.0018749882813232418
190,Sold,Residential,Rural Residential,3.0,0.0,4.0,2614.0,2.0,2021,179769.373,3.0,68.7717570772762,0.75,1300.497512437811,0.0015302160282477878
191,Sold,Residential,Rural Residential,2.0,0.0,3.0,1584.0,0.51,2019,190429.688,2.0,120.22076262626263,0.6666666666666666,3046.153846153846,0.0018939274373267845
192,Sold,Residential,Rural Residential,2.0,0.0,3.0,1477.0,0.3,2024,154272.152,2.0,104.44966283006093,0.6666666666666666,4764.5161290322585,0.0020311304595094144
193,Sold,Residential,Rural Residential,4.0,1.0,4.0,2300.0,0.45,2020,188953.488,4.5,82.15369043478262,1.125,5000.0,0.0017391228733788112
194,Sold,Residential,Rural Residential,2.0,0.0,2.0,1464.0,0.28,2022,166952.055,2.0,114.03828893442622,1.0,5048.275862068965,0.0013661108872207158
195,Sold,Residential,Rural Residential,2.0,1.0,4.0,1628.0,0.46,2022,169734.589,2.5,104.25957555282555,0.625,3463.829787234042,0.002456987364942476
196,Sold,Residential,Rural Residential,2.0,0.0,4.0,1908.0,16.0,2017,202959.184,2.0,106.37273794549267,0.5,119.17551530293565,0.002096425071147426
197,Sold,Residential,Rural Residential,2.0,0.0,3.0,1592.0,0.5,2022,171404.11,2.0,107.66589824120602,0.6666666666666666,3121.5686274509803,0.0018844102738048128
198,Sold,Residential,Rural Residential,2.0,0.0,3.0,1500.0,2.5,2021,185285.978,2.0,123.52398533333333,0.6666666666666666,597.609561752988,0.001999986666755555
199,Sold,Residential,Mobile/Mod/Mfg w/Property,2.0,0.0,3.0,1920.0,1.35,2023,165057.377,2.0,85.96738385416667,0.6666666666666666,1411.764705882353,0.001562491862021552
200,Sold,Residential,Rural Residential,2.0,1.0,4.0,2557.0,1.25,2015,212552.743,2.5,83.12582831443098,0.625,2029.3650793650793,0.001564327085150234
201,Sold,Residential,Rural Residential,1.0,1.0,3.0,1708.0,7.05,2024,159414.557,1.5,93.33404976580796,0.5,241.92634560906518,0.0017564299974824503
202,Sold,Residential,Rural Residential,2.0,0.0,3.0,1836.0,0.55,2017,205612.245,2.0,111.98924019607843,0.6666666666666666,3278.5714285714284,0.001633978028442111
203,Sold,Residential,Rural Residential,2.0,0.0,2.0,1836.0,0.77,2022,173073.63,2.0,94.26668300653596,1.0,2353.846153846154,0.001089318685628074
204,Sold,Residential,Rural Residential,2.0,0.0,3.0,1806.0,1.0,2015,215295.359,2.0,119.21116223698782,0.6666666666666666,1788.118811881188,0.0016611203703191012
205,Sold,Residential,Mobile/Mod/Mfg w/Property,3.0,0.0,4.0,2316.0,4.6,2020,197771.318,3.0,85.39348791018999,0.75,502.3861171366595,0.0017271082594634737
206,Sold,Residential,Rural Residential,1.0,0.0,3.0,1458.0,0.5,2024,161471.519,1.0,110.74864128943759,0.3333333333333333,2858.823529411765,0.0020575990562478994
208,Sold,Residential,Rural Residential,3.0,0.0,3.0,2374.0,1.5,2016,211721.992,3.0,89.18365290648694,1.0,1572.185430463576,0.0012636846517074484
209,Sold,Residential,Rural Residential,1.0,0.0,2.0,1024.0,0.53,2024,162500.0,1.0,158.69140625,0.5,1896.296296296296,0.0019531059266999346
210,Sold,Residential,Rural Residential,2.0,1.0,3.0,2701.0,0.49,2020,199031.008,2.5,73.68789633469086,0.8333333333333334,5402.0,0.0011106956286722374
211,Sold,Residential,Rural Residential,2.0,0.0,3.0,1664.0,2.5,2021,189963.1,2.0,114.16051682692309,0.6666666666666666,662.9482071713148,0.0018028737808066058
212,Sold,Residential,Rural Residential,2.0,1.0,3.0,2298.0,0.49,2015,219272.152,2.5,95.41869103568321,0.8333333333333334,4596.0,0.0013054773477922201
214,Sold,Residential,Rural Residential,2.0,0.0,4.0,1598.0,0.22,2022,178082.192,2.0,111.44067083854819,0.5,6947.826086956521,0.002503113247101082
215,Sold,Residential,Rural Residential,2.0,1.0,3.0,1352.0,7.47,2022,178082.192,2.5,131.7175976331361,0.8333333333333334,180.74866310160428,0.002218918499123527
216,Sold,Residential,Rural Residential,2.0,0.0,5.0,2100.0,20.0,2016,218464.73,2.0,104.03082380952381,0.4,104.94752623688156,0.0023809410431378897
217,Sold,Residential,Rural Residential,2.0,0.0,3.0,1312.0,0.85,2023,173688.525,2.0,132.38454649390243,0.6666666666666666,1525.5813953488373,0.002286567937744377
218,Sold,Residential,Rural Residential,3.0,0.0,4.0,2459.0,0.41,2017,217551.02,3.0,88.47133794225294,0.75,5854.761904761905,0.001626670896010996
219,Sold,Residential,Rural Residential,2.0,0.0,3.0,1300.0,1.0,2022,183647.26,2.0,141.26712307692307,0.6666666666666666,1287.128712871287,0.0023076745563495667
220,Sold,Residential,Rural Residential,3.0,0.0,3.0,1880.0,0.5,2021,197878.229,3.0,105.25437712765957,1.0,3686.2745098039213,0.001595736192892591
221,Sold,Residential,Rural Residential,3.0,0.0,3.0,1998.0,1.5,2019,215693.359,3.0,107.95463413413414,1.0,1323.1788079470198,0.001501493986516584
222,Sold,Residential,Rural Residential,2.0,1.0,3.0,2166.0,0.55,2015,232985.232,2.5,107.56474238227146,0.8333333333333334,3867.8571428571427,0.0013850351568090635
223,Sold,Residential,Rural Residential,2.0,0.0,4.0,1700.0,0.73,2018,220119.522,2.0,129.4820717647059,0.5,2297.2972972972975,0.0023529273357215546
224,Sold,Residential,Rural Residential,2.0,0.0,3.0,1550.0,1.2,2020,215406.977,2.0,138.97224322580647,0.6666666666666666,1280.9917355371902,0.0019354713840555868
225,Sold,Residential,Rural Residential,2.0,0.0,4.0,2164.0,0.37,2016,231950.207,2.0,107.18586275415896,0.5,5694.736842105263,0.0018484202938064056
226,Sold,Residential,Rural Residential,2.0,0.0,3.0,1300.0,1.5,2023,185409.836,2.0,142.62295076923078,0.6666666666666666,860.9271523178808,0.0023076745563495667
227,Sold,Residential,Mobile/Mod/Mfg w/Property,2.0,0.0,3.0,2105.0,1.0,2023,186475.41,2.0,88.58689311163896,0.6666666666666666,2084.158415841584,0.0014251713768580671
228,Sold,Residential,Rural Residential,2.0,0.0,2.0,1700.0,0.38,2024,179984.177,2.0,105.87304529411765,1.0,4358.974358974358,0.0011764636678607773
229,Sold,Residential,Rural Residential,2.0,0.0,3.0,1863.0,1.4,2022,194777.397,2.0,104.55040096618357,0.6666666666666666,1321.276595744681,0.0016102973145608452
230,Sold,Residential,Rural Residential,2.0,0.0,2.0,1680.0,1.0,2023,186475.41,2.0,110.99726785714286,1.0,1663.3663366336634,0.0011904691043505694
232,Sold,Residential,Rural Residential,2.0,0.0,3.0,1963.0,1.0,2022,195333.904,2.0,99.50784717269487,0.6666666666666666,1943.5643564356435,0.001528265266096454
233,Sold,Residential,Rural Residential,2.0,0.0,3.0,1544.0,3.0,2023,187540.984,2.0,121.46436787564767,0.6666666666666666,512.9568106312292,0.0019429925971982047
234,Sold,Residential,Rural Residential,2.0,1.0,3.0,2172.0,1.5,2018,232938.247,2.5,107.24597007366482,0.8333333333333334,1438.41059602649,0.0013812091104552925
235,Sold,Residential,Rural Residential,2.0,0.0,3.0,2000.0,2.57,2018,233067.729,2.0,116.53386449999999,0.6666666666666666,775.1937984496125,0.0014999925000374998
236,Sold,Residential,Rural Residential,2.0,1.0,3.0,2046.0,0.5,2020,226744.186,2.5,110.82316031280547,0.8333333333333334,4011.7647058823527,0.001466268493311372
237,Sold,Residential,Rural Residential,2.0,1.0,4.0,2404.0,6.76,2023,197024.59,2.5,81.95698419301165,0.625,355.096011816839,0.0016638865894900601
238,Sold,Residential,Rural Residential,2.0,0.0,3.0,1992.0,0.9,2021,221863.469,2.0,111.37724347389559,0.6666666666666666,2189.010989010989,0.001506016536061566
239,Sold,Residential,Mobile/Mod/Mfg w/Property,2.0,0.0,3.0,1838.0,15.0,2023,197663.934,2.0,107.54294559303591,0.6666666666666666,122.45169886742173,0.0016322000424372012
240,Sold,Residential,Rural Residential,2.0,1.0,3.0,2376.0,0.51,2017,246734.694,2.5,103.84456818181818,0.8333333333333334,4569.2307692307695,0.001262620948565031
241,Sold,Residential,Rural Residential,2.0,0.0,3.0,1691.0,0.25,2022,208133.562,2.0,123.08312359550563,0.6666666666666666,6503.846153846153,0.0017740876754129189
242,Sold,Residential,Rural Residential,3.0,0.0,3.0,2339.0,5.52,2019,241083.984,3.0,103.07139119281744,1.0,422.9656419529838,0.001282593917939641
243,Sold,Residential,Rural Residential,2.0,0.0,4.0,1932.0,16.0,2015,260548.523,2.0,134.85948395445135,0.5,120.67457838850717,0.0020703826584748527
244,Sold,Residential,Rural Residential,2.0,0.0,3.0,2229.0,1.0,2019,241210.938,2.0,108.214866756393,0.6666666666666666,2206.930693069307,0.0013458889821041627
245,Sold,Residential,Rural Residential,3.0,1.0,4.0,3000.0,1.69,2015,261919.831,3.5,87.30661033333334,0.875,1764.7058823529412,0.0013333288889037036
246,Sold,Residential,Rural Residential,3.0,0.0,4.0,1859.0,7.5,2024,197982.595,3.0,106.49951317912857,0.75,247.53661784287618,0.0021516828849764123
247,Sold,Residential,Mobile/Mod/Mfg w/Property,2.0,0.0,3.0,1152.0,7.0,2022,216926.37,2.0,188.304140625,0.6666666666666666,164.33666191155493,0.0026041440612494682
248,Sold,Residential,Rural Residential,2.0,0.0,3.0,1766.0,16.0,2020,245639.535,2.0,139.09373442808607,0.6666666666666666,110.30605871330417,0.001698744627720115
249,Sold,Residential,Rural Residential,2.0,1.0,4.0,2464.0,5.0,2024,200553.797,2.5,81.3935864448052,0.625,491.81636726546907,0.0016233700350242084
250,Sold,Residential,Rural Residential,2.0,0.0,3.0,1498.0,5.0,2021,233856.089,2.0,156.11220894526036,0.6666666666666666,299.001996007984,0.0020026568580984107
251,Sold,Residential,Rural Residential,3.0,0.0,2.0,1872.0,2.5,2021,233856.089,3.0,124.92312446581197,1.5,745.8167330677292,0.0010683703612694377
252,Sold,Residential,Rural Residential,2.0,0.0,3.0,1931.0,1.37,2022,218150.685,2.0,112.97290781978249,0.6666666666666666,1399.2753623188405,0.001553591125887489
253,Sold,Residential,Rural Residential,2.0,0.0,3.0,2172.0,2.0,2022,220933.219,2.0,101.71879327808472,0.6666666666666666,1080.5970149253733,0.0013812091104552925
254,Sold,Residential,Mobile/Mod/Mfg w/Property,2.0,0.0,3.0,1800.0,13.0,2022,221489.726,2.0,123.04984777777777,0.6666666666666666,138.35511145272866,0.0016666574074588475
255,Sold,Residential,Rural Residential,2.0,1.0,3.0,2687.0,4.0,2019,253779.297,2.5,94.44707740975065,0.8333333333333334,670.0748129675811,0.0011164826331126418
257,Sold,Residential,Rural Residential,3.0,0.0,3.0,2225.0,3.0,2019,253906.25,3.0,114.11516853932584,1.0,739.202657807309,0.0013483085469278787
258,Sold,Residential,Rural Residential,2.0,0.0,3.0,2064.0,2.0,2023,213114.754,2.0,103.2532722868217,0.6666666666666666,1026.865671641791,0.0014534813300323157
260,Sold,Residential,Rural Residential,2.0,0.0,3.0,2546.0,10.84,2017,271806.122,2.0,106.75809976433621,0.6666666666666666,234.65437788018434,0.0011783143035573307
261,Sold,Residential,Rural Residential,2.0,0.0,3.0,2048.0,0.34,2019,260253.906,2.0,127.0771025390625,0.6666666666666666,5851.428571428571,0.0014648365974775511
262,Sold,Residential,Rural Residential,2.0,1.0,3.0,1928.0,0.25,2023,218442.623,2.5,113.30011566390041,0.8333333333333334,7415.384615384615,0.0015560085269267275
263,Sold,Residential,Rural Residential,2.0,1.0,3.0,1718.0,1.92,2024,211867.089,2.5,123.32193771827707,0.8333333333333334,890.1554404145078,0.0017462063666684128
264,Sold,Residential,Rural Residential,2.0,1.0,2.0,1400.0,0.5,2021,251845.018,2.5,179.88929857142858,1.25,2745.098039215686,0.0014285612245626817
265,Sold,Residential,Mobile/Mod/Mfg w/Property,2.0,0.0,4.0,2280.0,4.32,2024,215981.013,2.0,94.72851447368421,0.5,526.5588914549653,0.0017543782702707442
269,Sold,Residential,Rural Residential,2.0,0.0,3.0,1836.0,5.0,2021,257841.328,2.0,140.4364531590414,0.6666666666666666,366.4670658682635,0.001633978028442111
270,Sold,Residential,Rural Residential,2.0,0.0,4.0,1715.0,2.3,2023,232721.311,2.0,135.6975574344023,0.5,742.4242424242425,0.00233234791633868
271,Sold,Residential,Rural Residential,2.0,0.0,3.0,2120.0,1.53,2021,263837.638,2.0,124.45171603773584,0.6666666666666666,1376.6233766233765,0.0014150876646808269
273,Sold,Residential,Rural Residential,1.0,1.0,2.0,2840.0,15.0,2023,237622.951,1.5,83.67005316901408,0.75,189.20719520319787,0.0007042228724546744
276,Sold,Residential,Rural Residential,2.0,0.0,3.0,1750.0,0.5,2024,232275.237,2.0,132.72870685714287,0.6666666666666666,3431.372549019608,0.0017142759184233232
277,Sold,Residential,Rural Residential,2.0,0.0,4.0,2079.0,2.44,2021,271632.841,2.0,130.6555271765272,0.5,848.5714285714287,0.0019239926695879287
278,Sold,Residential,Rural Residential,2.0,0.0,3.0,1735.0,10.0,2021,273431.734,2.0,157.59754121037463,0.6666666666666666,173.32667332667333,0.0017290966622670763
279,Sold,Residential,Rural Residential,2.0,0.0,3.0,2100.0,3.0,2021,274031.365,2.0,130.4911261904762,0.6666666666666666,697.6744186046512,0.0014285646258827337
280,Sold,Residential,Rural Residential,2.0,1.0,3.0,2483.0,1.0,2024,235522.152,2.5,94.85386709625453,0.8333333333333334,2458.4158415841584,0.001208211001969384
281,Sold,Residential,Rural Residential,2.0,1.0,3.0,2204.0,0.38,2024,236550.633,2.5,107.32787341197822,0.8333333333333334,5651.282051282051,0.0013611553486599425
285,Sold,Residential,Rural Residential,2.0,0.0,3.0,2100.0,0.5,2024,241693.038,2.0,115.09192285714286,0.6666666666666666,4117.64705882353,0.0014285646258827337
287,Sold,Residential,Rural Residential,2.0,0.0,4.0,1960.0,0.52,2022,263784.247,2.0,134.5837994897959,0.5,3698.1132075471696,0.0020408059142555395
288,Sold,Residential,Rural Residential,2.0,0.0,2.0,1288.0,20.0,2023,255204.918,2.0,198.1404642857143,1.0,64.36781609195401,0.001552782975287459
290,Sold,Residential,Rural Residential,3.0,0.0,3.0,2366.0,0.49,2022,271575.342,3.0,114.78247759932376,1.0,4732.0,0.001267957447348067
292,Sold,Residential,Rural Residential,2.0,0.0,3.0,1980.0,7.59,2022,272688.356,2.0,137.72139191919194,0.6666666666666666,260.5263157894737,0.0015151438629097834
293,Sold,Residential,Rural Residential,3.0,0.0,4.0,2300.0,5.0,2021,293819.188,3.0,127.74747304347827,0.75,459.08183632734534,0.0017391228733788112
294,Sold,Residential,Rural Residential,2.0,0.0,3.0,2429.0,5.16,2020,314796.512,2.0,129.5992227254014,0.6666666666666666,469.825918762089,0.0012350710783405583
296,Sold,Residential,Rural Residential,3.0,0.0,4.0,2214.0,1.25,2022,278253.425,3.0,125.67905374887081,0.75,1757.142857142857,0.0018066765732765433
297,Sold,Residential,Rural Residential,3.0,0.0,3.0,2031.0,12.78,2019,317382.812,3.0,156.26923289020186,1.0,158.7959343236904,0.0014770976016858608
299,Sold,Residential,Rural Residential,2.0,1.0,3.0,2488.0,10.0,2024,264833.861,2.5,106.44447789389066,0.8333333333333334,248.55144855144854,0.001205782934956049
300,Sold,Residential,Rural Residential,2.0,0.0,3.0,2150.0,10.0,2018,335358.566,2.0,155.980728372093,0.6666666666666666,214.78521478521478,0.0013953423472448964
302,Sold,Residential,Rural Residential,2.0,0.0,4.0,2040.0,1.0,2024,270490.506,2.0,132.59338529411764,0.5,2019.8019801980197,0.0019607747020847937
304,Sold,Residential,Rural Residential,3.0,0.0,4.0,1720.0,10.55,2024,272547.468,3.0,158.45783023255814,0.75,162.87878787878788,0.00232556787460538
306,Sold,Residential,Rural Residential,2.0,0.0,2.0,2200.0,0.54,2022,299400.685,2.0,136.09122045454546,1.0,3999.9999999999995,0.0009090867768782868
307,Sold,Residential,Rural Residential,2.0,0.0,3.0,1568.0,0.58,2023,298360.656,2.0,190.2810306122449,0.6666666666666666,2657.627118644068,0.0019132531042531616
308,Sold,Residential,Rural Residential,2.0,1.0,4.0,1904.0,5.0,2023,305819.672,2.5,160.61957563025211,0.625,380.03992015968066,0.0021008293023671095
309,Sold,Residential,Rural Residential,2.0,0.0,3.0,1770.0,0.75,2024,298259.494,2.0,168.50818870056497,0.6666666666666666,2328.9473684210525,0.0016949056784989916
310,Sold,Residential,Rural Residential,2.0,0.0,3.0,2295.0,10.0,2022,322773.973,2.0,140.64225403050108,0.6666666666666666,229.27072927072928,0.0013071838466934783
311,Sold,Residential,Rural Residential,2.0,0.0,3.0,1833.0,0.31,2025,293500.0,2.0,160.12002182214948,0.6666666666666666,5728.125,0.0016366522823116076
312,Sold,Residential,Rural Residential,2.0,0.0,3.0,2149.0,3.0,2021,353782.288,2.0,164.62647184737088,0.6666666666666666,713.953488372093,0.0013959916426633657
313,Sold,Residential,Rural Residential,2.0,0.0,3.0,1812.0,4.4,2020,372868.217,2.0,205.77716169977924,0.6666666666666666,410.88435374149657,0.0016556200020971187
316,Sold,Residential,Rural Residential,2.0,1.0,3.0,2295.0,12.7,2023,340983.607,2.5,148.57673507625273,0.8333333333333334,180.5664830841857,0.0013071838466934783
317,Sold,Residential,Rural Residential,2.0,0.0,4.0,2209.0,7.1,2023,349508.197,2.0,158.22009823449525,0.5,310.6891701828411,0.0018107659087102366
320,Sold,Residential,Agriculture/Farm/Ranch,2.0,0.0,4.0,1848.0,10.0,2021,113929.889,2.0,61.65037283549783,0.5,184.6153846153846,0.002164490451891494
322,Sold,Residential,Agriculture/Farm/Ranch,2.0,0.0,3.0,1400.0,12.7,2022,194666.096,2.0,139.04721142857142,0.6666666666666666,110.14948859166012,0.0021428418368440224
